"51.719,-0.0405"
"51.437,-0.0665"
"51.374,-0.176"
"51.456,-0.3565"
"51.6335,-0.3975"
"51.4985,-0.139"
"51.5665,-0.4345"
"51.353,-0.531"
"51.5405,-0.3025"
"51.6525,-0.257"
"51.352,0.2605"
"51.5555,-0.1005"
"51.497,0.0125"
"51.4305,0.289"
"51.395,-0.028"
"51.3605,-0.486"
"51.3205,-0.5175"
"51.4135,-0.3715"
"51.4295,0.0495"
"51.4975,-0.116"
"51.5175,0.0275"
"51.457,0.1825"
"51.5165,-0.048"
"51.376,0.284"
"51.459,0.088"
"51.499,-0.5405"
"51.6575,-0.238"
"51.69,0.2415"
"51.3405,0.1455"
"51.4605,-0.2395"
"51.6885,-0.5135"
"51.5005,-0.4605"
"51.497,-0.038"
"51.3555,0.2355"
"51.427,-0.288"
"51.5865,-0.1155"
"51.4945,-0.1615"
"51.591,-0.358"
"51.6355,0.055"
"51.5455,-0.2385"
"51.3405,-0.0365"
"51.5145,-0.3655"
"51.4385,-0.429"
"51.387,-0.0755"
"51.5175,-0.0725"
"51.541,-0.2"
"51.594,-0.4515"
"51.6115,-0.124"
"51.6825,-0.383"
"51.6885,-0.318"
"51.272,-0.32"
"51.3595,-0.2045"
"51.3805,0.2815"
"51.3895,0.084"
"51.2675,0.219"
"51.307,0.22"
"51.533,-0.538"
"51.6375,-0.167"
"51.2585,0.0925"
"51.362,-0.366"
"51.5855,0.0985"
"51.5935,-0.086"
"51.346,-0.5395"
"51.6625,0.1275"
"51.5885,0.12"
"51.315,-0.279"
"51.3125,0.2635"
"51.2855,-0.01"
"51.289,-0.0735"
"51.396,0.192"
"51.5405,-0.419"
"51.4845,-0.3485"
"51.465,0.1195"
"51.39,0.265"
"51.596,0.2405"
"51.277,-0.2715"
"51.51,0.157"
"51.6395,-0.4185"
"51.439,-0.4125"
"51.4695,0.037"
"51.337,-0.452"
"51.5185,0.2745"
"51.6535,0.134"
"51.432,-0.2705"
"51.5395,-0.4445"
"51.345,0.0215"
"51.2865,-0.481"
"51.3065,-0.254"
"51.6715,-0.046"
"51.551,-0.2145"
"51.463,-0.224"
"51.712,-0.122"
"51.558,-0.0455"
"51.5395,-0.463"
"51.5135,-0.351"
"51.436,-0.102"
"51.69,-0.4185"
"51.562,-0.3485"
"51.713,-0.1045"
"51.4515,-0.2635"
"51.6505,-0.1515"
"51.6315,-0.144"
"51.575,-0.0185"
"51.3415,-0.3545"
"51.434,0.091"
"51.689,0.103"
"51.504,0.2"
"51.615,-0.141"
"51.298,-0.3475"
"51.689,-0.177"
"51.418,-0.042"
"51.311,-0.186"
"51.6065,0.279"
"51.459,-0.452"
"51.4725,0.066"
"51.4125,-0.376"
"51.583,-0.0875"
"51.4565,-0.3775"
"51.388,-0.16"
"51.6485,-0.2785"
"51.44,-0.4795"
"51.5115,0.1185"
"51.304,-0.3225"
"51.6985,-0.345"
"51.3195,-0.01"
"51.555,0.166"
"51.4895,0.173"
"51.582,0.1295"
"51.503,-0.356"
"51.4915,-0.374"
"51.6495,-0.1065"
"51.644,-0.08"
"51.6535,-0.084"
"51.393,0.2225"
"51.3345,-0.167"
"51.508,-0.2"
"51.7005,-0.5415"
"51.35,-0.1645"
"51.368,0.0455"
"51.6715,-0.5415"
"51.6855,0.074"
"51.672,0.1425"
"51.3765,0.125"
"51.5515,-0.194"
"51.5455,-0.468"
"51.5775,-0.316"
"51.2735,-0.5395"
"51.589,-0.485"
"51.4285,0.027"
"51.6035,-0.061"
"51.4125,0.0205"
"51.5575,-0.4975"
"51.4765,-0.522"
"51.6385,0.102"
"51.7085,0.2715"
"51.417,-0.198"
"51.3035,-0.0585"
"51.2945,-0.1855"
"51.5475,-0.072"
"51.6935,-0.2185"
"51.3575,-0.1675"
"51.663,0.077"
"51.5185,-0.0895"
"51.3175,0.013"
"51.514,-0.418"
"51.462,-0.4375"
"51.673,-0.0645"
"51.3805,-0.0575"
"51.581,0.026"
"51.6435,0.282"
"51.676,-0.459"
"51.714,0.2305"
"51.316,-0.536"
"51.4485,0.226"
"51.2875,0.275"
"51.362,-0.3365"
"51.3415,-0.3735"
"51.279,0.238"
"51.5035,-0.0315"
"51.377,-0.1435"
"51.3055,0.14"
"51.4475,-0.157"
"51.342,-0.1835"
"51.379,0.1305"
"51.653,0.1455"
"51.4,-0.3655"
"51.295,-0.2145"
"51.273,-0.318"
"51.6255,0.1665"
"51.3115,-0.1205"
"51.6645,0.2085"
"51.5195,-0.334"
"51.4615,-0.251"
"51.4535,-0.4705"
"51.6605,0.121"
"51.532,-0.293"
"51.5135,-0.2915"
"51.645,-0.166"
"51.2975,-0.3155"
"51.3115,0.166"
"51.514,0.185"
"51.496,-0.5195"
"51.3275,0.0565"
"51.335,-0.002"
"51.644,0.2095"
"51.2655,0.079"
"51.512,-0.359"
"51.6785,-0.3825"
"51.5705,-0.498"
"51.345,-0.275"
"51.4115,-0.075"
"51.318,-0.106"
"51.4515,-0.011"
"51.6705,-0.1485"
"51.503,0.252"
"51.3025,-0.056"
"51.341,0.212"
"51.342,0.2545"
"51.4745,0.2175"
"51.2715,-0.183"
"51.39,-0.2875"
"51.528,0.0665"
"51.5635,0.27"
"51.4535,0.01"
"51.28,-0.239"
"51.706,-0.1045"
"51.415,-0.013"
"51.442,-0.167"
"51.6,-0.129"
"51.5125,0.013"
"51.6425,-0.0355"
"51.319,0.287"
"51.4965,-0.47"
"51.2655,-0.2355"
"51.6665,-0.3665"
"51.354,0.0115"
"51.2715,0.0005"
"51.2675,-0.0455"
"51.668,0.274"
"51.3785,0.1695"
"51.269,-0.3465"
"51.315,-0.5375"
"51.4405,0.002"
"51.412,-0.256"
"51.6245,-0.239"
"51.3865,-0.5305"
"51.4855,-0.1405"
"51.4375,-0.439"
"51.7085,0.2335"
"51.7075,-0.24"
"51.5735,-0.0695"
"51.5305,-0.174"
"51.481,0.102"
"51.5995,0.15"
"51.6725,0.2745"
"51.362,-0.4645"
"51.4855,-0.357"
"51.341,0.257"
"51.5175,0.0795"
"51.2615,-0.5395"
"51.5165,-0.2835"
"51.5695,-0.237"
"51.6645,-0.4195"
"51.366,-0.2515"
"51.521,-0.2715"
"51.4275,-0.069"
"51.469,0.1525"
"51.453,0.064"
"51.508,-0.4875"
"51.579,-0.1295"
"51.71,0.232"
"51.644,-0.0565"
"51.6015,-0.3305"
"51.511,0.0435"
"51.51,0.0525"
"51.543,-0.5035"
"51.495,-0.123"
"51.264,0.156"
"51.69,-0.08"
"51.713,0.2015"
"51.672,-0.48"
"51.278,-0.303"
"51.558,-0.1945"
"51.2935,0.057"
"51.425,-0.156"
"51.657,-0.4815"
"51.352,0.0185"
"51.3885,0.2885"
"51.537,-0.0975"
"51.3475,0.209"
"51.487,-0.5375"
"51.4725,-0.3495"
"51.306,-0.4935"
"51.357,-0.402"
"51.6125,0.177"
"51.452,0.0325"
"51.491,-0.0305"
"51.3515,-0.191"
"51.391,-0.3645"
"51.274,-0.0275"
"51.4405,-0.5135"
"51.5045,0.2265"
"51.7165,-0.1"
"51.3875,-0.1845"
"51.528,-0.3585"
"51.6225,0.2735"
"51.6405,0.1865"
"51.3845,-0.5335"
"51.6335,0.0445"
"51.436,-0.497"
"51.4605,-0.512"
"51.313,-0.2245"
"51.4775,0.2875"
"51.687,-0.5355"
"51.633,-0.468"
"51.4865,0.063"
"51.6555,-0.5345"
"51.3135,-0.2075"
"51.5795,0.1625"
"51.581,-0.462"
"51.337,-0.045"
"51.4435,0.267"
"51.3775,-0.045"
"51.6665,-0.215"
"51.675,-0.353"
"51.6695,-0.472"
"51.499,-0.308"
"51.5075,-0.506"
"51.4535,-0.331"
"51.4415,0.108"
"51.417,-0.3255"
"51.4435,-0.096"
"51.533,-0.1345"
"51.317,0.24"
"51.4235,0.1955"
"51.5125,-0.455"
"51.6735,0.162"
"51.4355,0.27"
"51.397,-0.1695"
"51.404,-0.2075"
"51.683,-0.077"
"51.673,-0.1295"
"51.379,-0.4215"
"51.53,-0.182"
"51.6135,-0.4845"
"51.354,-0.0425"
"51.2875,-0.119"
"51.395,-0.2905"
"51.5225,0.2235"
"51.5465,-0.0855"
"51.3935,-0.17"
"51.354,-0.033"
"51.638,-0.087"
"51.308,-0.146"
"51.6805,-0.0285"
"51.585,-0.187"
"51.69,0.057"
"51.646,-0.3935"
"51.6445,-0.0615"
"51.492,-0.1205"
"51.614,0.0325"
"51.3505,0.031"
"51.6005,0.1205"
"51.3775,-0.2905"
"51.402,0.1185"
"51.2635,0.022"
"51.2625,-0.3535"
"51.586,-0.5305"
"51.375,-0.1745"
"51.257,-0.0715"
"51.3535,-0.5025"
"51.5245,0.066"
"51.38,-0.019"
"51.356,0.0325"
"51.5515,0.2545"
"51.372,-0.1895"
"51.702,-0.1635"
"51.432,0.1505"
"51.554,-0.001"
"51.614,-0.431"
"51.506,-0.4735"
"51.385,0.004"
"51.6935,-0.3185"
"51.646,0.1725"
"51.6185,-0.405"
"51.4455,-0.251"
"51.4045,-0.516"
"51.5915,0.194"
"51.26,0.2175"
"51.5255,0.13"
"51.323,-0.1045"
"51.346,-0.478"
"51.3465,-0.2985"
"51.5005,-0.265"
"51.5985,-0.026"
"51.286,0.29"
"51.4745,-0.2115"
"51.382,-0.152"
"51.383,-0.502"
"51.5405,-0.2965"
"51.7155,-0.4485"
"51.7015,0.0675"
"51.6455,-0.4095"
"51.5655,-0.2575"
"51.3195,-0.202"
"51.3935,0.0335"
"51.3125,-0.1065"
"51.262,-0.4"
"51.457,-0.079"
"51.6015,-0.2605"
"51.651,0.1245"
"51.64,0.2135"
"51.2855,-0.504"
"51.6545,0.28"
"51.553,0.1355"
"51.2645,-0.37"
"51.3365,-0.07"
"51.5605,0.1665"
"51.692,-0.1085"
"51.5585,-0.5035"
"51.6455,0.256"
"51.633,0.2215"
"51.42,-0.14"
"51.688,0.1525"
"51.442,-0.087"
"51.5065,-0.33"
"51.601,-0.2255"
"51.5835,-0.2085"
"51.612,-0.2015"
"51.58,-0.216"
"51.374,-0.4485"
"51.5165,-0.178"
"51.4325,0.132"
"51.6505,-0.1425"
"51.386,-0.4215"
"51.5695,0.2095"
"51.608,-0.438"
"51.2835,-0.0385"
"51.382,-0.4185"
"51.3915,0.0825"
"51.4695,-0.299"
"51.3145,0.1825"
"51.4175,-0.4755"
"51.675,-0.4035"
"51.651,-0.5395"
"51.409,0.032"
"51.604,-0.34"
"51.662,-0.421"
"51.659,-0.514"
"51.486,0.034"
"51.398,-0.212"
"51.3425,-0.3025"
"51.331,-0.295"
"51.4575,-0.25"
"51.4605,-0.2615"
"51.707,-0.014"
"51.585,-0.146"
"51.289,-0.0675"
"51.4965,-0.4005"
"51.4185,-0.423"
"51.5585,-0.2925"
"51.375,-0.043"
"51.42,-0.0895"
"51.3975,-0.346"
"51.5005,0.1025"
"51.407,-0.1535"
"51.3865,0.1555"
"51.718,-0.461"
"51.289,-0.2875"
"51.519,0.123"
"51.52,0.003"
"51.398,0.166"
"51.468,0.2435"
"51.696,0.025"
"51.3485,0.065"
"51.6915,0.191"
"51.4275,-0.396"
"51.2815,-0.0475"
"51.3805,-0.2485"
"51.3165,0.0155"
"51.361,-0.432"
"51.353,-0.3315"
"51.649,0.195"
"51.479,0.047"
"51.624,0.204"
"51.4055,-0.477"
"51.396,0.0405"
"51.499,0.2715"
"51.3145,0.224"
"51.666,0.162"
"51.2755,0.0105"
"51.5975,-0.0475"
"51.618,-0.5255"
"51.409,-0.312"
"51.5575,-0.27"
"51.372,-0.375"
"51.6175,0.272"
"51.638,-0.2015"
"51.4595,-0.427"
"51.517,-0.314"
"51.6805,-0.3225"
"51.5865,0.163"
"51.298,0.232"
"51.5545,-0.411"
"51.429,-0.312"
"51.5135,-0.116"
"51.4275,-0.2195"
"51.4155,0.069"
"51.484,0.283"
"51.355,-0.28"
"51.5945,-0.1605"
"51.3505,-0.0275"
"51.4695,-0.4955"
"51.7145,-0.2055"
"51.2625,0.258"
"51.6575,-0.247"
"51.7065,-0.207"
"51.6305,-0.2125"
"51.544,-0.226"
"51.375,-0.2035"
"51.419,-0.37"
"51.408,0.0145"
"51.3325,-0.46"
"51.3285,-0.3565"
"51.7045,0.1745"
"51.3295,-0.169"
"51.649,0.149"
"51.5685,0.03"
"51.3515,0.055"
"51.446,-0.357"
"51.4285,-0.211"
"51.5575,-0.493"
"51.2675,-0.284"
"51.6285,0.2055"
"51.31,-0.15"
"51.267,0.15"
"51.365,0.2705"
"51.2895,-0.3705"
"51.349,0.163"
"51.3665,-0.1495"
"51.672,0.1035"
"51.435,-0.314"
"51.6215,0.2035"
"51.331,-0.3045"
"51.542,-0.0075"
"51.4855,-0.4555"
"51.717,0.279"
"51.543,0.23"
"51.3045,-0.319"
"51.485,0.139"
"51.506,-0.1815"
"51.6845,-0.446"
"51.704,-0.135"
"51.5705,-0.1025"
"51.3885,0.228"
"51.558,-0.1245"
"51.3895,-0.232"
"51.618,-0.2095"
"51.289,-0.5085"
"51.541,0.156"
"51.5735,-0.066"
"51.3155,-0.3415"
"51.288,0.2825"
"51.43,-0.04"
"51.4155,0.255"
"51.271,-0.4405"
"51.3945,0.1475"
"51.6605,-0.273"
"51.507,-0.2835"
"51.669,0.243"
"51.6105,-0.195"
"51.5975,-0.2945"
"51.2885,-0.271"
"51.372,-0.269"
"51.603,-0.058"
"51.4945,0.1625"
"51.579,-0.526"
"51.482,0.114"
"51.552,0.0505"
"51.5855,0.2335"
"51.5075,-0.309"
"51.5695,-0.505"
"51.5845,-0.211"
"51.3135,0.1795"
"51.5405,-0.1165"
"51.3065,-0.234"
"51.655,0.166"
"51.265,-0.292"
"51.6355,-0.3055"
"51.608,0.1925"
"51.634,-0.2835"
"51.645,0.152"
"51.303,-0.27"
"51.6995,0.207"
"51.4105,-0.08"
"51.349,-0.1925"
"51.3945,0.193"
"51.3595,0.0405"
"51.6595,0.195"
"51.615,-0.16"
"51.285,-0.4645"
"51.506,-0.4015"
"51.4145,-0.324"
"51.2715,-0.53"
"51.2895,0.033"
"51.662,-0.3335"
"51.6975,-0.3925"
"51.501,-0.4165"
"51.668,-0.3805"
"51.6525,0.1975"
"51.396,0.281"
"51.6135,-0.215"
"51.4375,0.26"
"51.65,0.019"
"51.702,-0.3705"
"51.47,-0.4395"
"51.6645,-0.5205"
"51.4995,-0.025"
"51.7015,0.031"
"51.2575,0.1405"
"51.4985,-0.1795"
"51.3645,-0.5295"
"51.3225,0.1675"
"51.5835,0.099"
"51.26,-0.53"
"51.626,0.1835"
"51.288,-0.4445"
"51.2935,-0.3975"
"51.552,-0.203"
"51.271,-0.4"
"51.4445,-0.1715"
"51.311,-0.407"
"51.5035,0.215"
"51.291,-0.3885"
"51.659,-0.4505"
"51.6295,0.189"
"51.459,-0.332"
"51.497,-0.2585"
"51.3415,-0.317"
"51.651,0.0765"
"51.2625,-0.124"
"51.658,-0.3775"
"51.3985,0.0235"
"51.4965,0.2745"
"51.6095,-0.166"
"51.297,-0.4275"
"51.596,-0.352"
"51.4245,-0.1925"
"51.6595,0.072"
"51.605,0.1985"
"51.568,-0.2035"
"51.519,-0.237"
"51.441,-0.255"
"51.2745,0.172"
"51.6835,0.204"
"51.5195,-0.2035"
"51.548,-0.0525"
"51.3095,-0.281"
"51.702,-0.432"
"51.4245,-0.479"
"51.6305,-0.295"
"51.5125,0.0055"
"51.3475,-0.2545"
"51.624,-0.297"
"51.279,-0.063"
"51.323,-0.4945"
"51.5295,0.1375"
"51.3955,-0.517"
"51.454,-0.1455"
"51.6985,0.162"
"51.6315,0.029"
"51.684,0.0505"
"51.291,-0.0175"
"51.6615,-0.4975"
"51.708,0.225"
"51.637,0.036"
"51.7115,0.001"
"51.642,0.016"
"51.2685,0.142"
"51.5385,0.1415"
"51.3585,0.0"
"51.5625,-0.233"
"51.3425,-0.3255"
"51.543,-0.2175"
"51.416,-0.481"
"51.5815,-0.0355"
"51.424,-0.309"
"51.2975,0.0355"
"51.257,-0.382"
"51.633,0.114"
"51.5895,-0.4685"
"51.507,-0.0655"
"51.3005,-0.534"
"51.712,-0.401"
"51.675,0.27"
"51.4665,0.1355"
"51.5865,-0.0505"
"51.512,-0.4275"
"51.686,-0.468"
"51.6125,-0.3895"
"51.259,-0.2105"
"51.4,0.1045"
"51.693,0.0315"
"51.4865,0.216"
"51.688,0.0095"
"51.2685,-0.353"
"51.318,-0.4365"
"51.5565,0.0725"
"51.602,-0.38"
"51.5685,-0.437"
"51.4995,-0.4625"
"51.4615,0.179"
"51.474,-0.1895"
"51.4225,0.199"
"51.658,-0.228"
"51.6125,-0.521"
"51.6415,-0.2225"
"51.602,-0.355"
"51.518,-0.2125"
"51.3675,-0.1735"
"51.6975,-0.1765"
"51.3945,0.16"
"51.364,-0.4295"
"51.3915,-0.33"
"51.269,-0.093"
"51.4935,-0.3435"
"51.606,-0.1285"
"51.363,-0.5035"
"51.4045,-0.4245"
"51.643,0.226"
"51.287,0.251"
"51.5715,-0.1635"
"51.3435,-0.119"
"51.686,-0.4215"
"51.4715,-0.503"
"51.56,0.1565"
"51.4705,0.0625"
"51.341,-0.292"
"51.318,-0.046"
"51.2865,-0.2775"
"51.6625,0.1605"
"51.5845,0.1875"
"51.505,-0.045"
"51.71,0.08"
"51.4005,-0.4725"
"51.549,-0.45"
"51.353,0.0525"
"51.4055,0.0965"
"51.3515,-0.2125"
"51.6905,-0.1795"
"51.5205,-0.3485"
"51.26,0.0845"
"51.559,-0.2625"
"51.6475,0.122"
"51.6575,-0.2965"
"51.6645,-0.1015"
"51.459,-0.179"
"51.581,-0.253"
"51.3785,0.0545"
"51.475,0.2775"
"51.5795,-0.514"
"51.5085,-0.059"
"51.6785,-0.122"
"51.7115,-0.32"
"51.353,-0.2625"
"51.7175,-0.0435"
"51.502,0.189"
"51.3135,-0.2895"
"51.27,-0.2685"
"51.3255,-0.036"
"51.292,-0.3345"
"51.503,-0.1315"
"51.7025,-0.2225"
"51.498,-0.5125"
"51.4895,-0.517"
"51.3415,-0.324"
"51.5015,0.05"
"51.5675,-0.35"
"51.5235,-0.141"
"51.602,-0.023"
"51.3645,-0.3355"
"51.317,-0.2935"
"51.609,0.007"
"51.291,-0.422"
"51.416,-0.331"
"51.6525,-0.052"
"51.391,-0.423"
"51.4805,-0.445"
"51.5755,-0.109"
"51.62,-0.3665"
"51.6815,-0.54"
"51.4595,0.158"
"51.542,0.0955"
"51.471,-0.3475"
"51.355,-0.394"
"51.4685,-0.429"
"51.4295,0.0975"
"51.642,-0.5025"
"51.448,-0.1545"
"51.577,-0.1825"
"51.4555,-0.251"
"51.438,0.1375"
"51.3975,0.1595"
"51.591,-0.143"
"51.2665,-0.4855"
"51.649,-0.2865"
"51.566,-0.247"
"51.655,0.02"
"51.6315,-0.485"
"51.653,-0.541"
"51.5965,0.0125"
"51.353,0.147"
"51.55,-0.182"
"51.575,-0.031"
"51.433,-0.4895"
"51.3445,-0.1135"
"51.6605,-0.024"
"51.618,-0.2505"
"51.546,-0.4595"
"51.3635,0.119"
"51.302,-0.16"
"51.393,0.2315"
"51.4305,0.1745"
"51.6085,0.1745"
"51.669,-0.2895"
"51.5595,-0.0405"
"51.273,-0.22"
"51.6595,0.1905"
"51.532,0.1715"
"51.307,-0.089"
"51.654,-0.349"
"51.3875,-0.32"
"51.4745,-0.299"
"51.43,-0.1975"
"51.375,-0.1915"
"51.6555,0.078"
"51.4865,0.101"
"51.6185,-0.154"
"51.687,-0.2525"
"51.3725,0.0915"
"51.628,-0.3295"
"51.7025,-0.285"
"51.445,-0.447"
"51.394,0.1795"
"51.669,-0.224"
"51.3495,0.0865"
"51.5015,-0.4585"
"51.3375,-0.22"
"51.531,-0.414"
"51.522,-0.238"
"51.638,-0.079"
"51.4055,-0.0615"
"51.3275,-0.012"
"51.3795,0.203"
"51.287,0.0355"
"51.2675,-0.1045"
"51.5495,-0.138"
"51.485,-0.481"
"51.675,0.1905"
"51.3645,-0.0875"
"51.448,0.1235"
"51.379,0.1735"
"51.6965,0.2805"
"51.3825,0.2275"
"51.398,-0.482"
"51.683,0.1435"
"51.5345,-0.4945"
"51.4795,0.024"
"51.4775,-0.3425"
"51.4115,-0.191"
"51.643,-0.2665"
"51.451,-0.3965"
"51.5745,-0.264"
"51.3195,-0.5385"
"51.5895,-0.096"
"51.515,0.013"
"51.4395,0.026"
"51.5105,-0.253"
"51.6475,-0.106"
"51.443,-0.4305"
"51.3325,-0.185"
"51.38,0.188"
"51.595,-0.156"
"51.4845,-0.279"
"51.5205,-0.485"
"51.463,-0.4735"
"51.609,-0.081"
"51.3935,-0.4375"
"51.322,-0.4985"
"51.352,-0.523"
"51.505,-0.1945"
"51.6815,-0.1745"
"51.4815,-0.0315"
"51.355,0.134"
"51.5245,-0.0355"
"51.4065,-0.496"
"51.4905,-0.353"
"51.341,0.2635"
"51.4045,-0.1935"
"51.3165,0.0385"
"51.6845,0.013"
"51.542,-0.236"
"51.38,0.2605"
"51.609,-0.472"
"51.2695,0.0215"
"51.463,0.1455"
"51.502,-0.0795"
"51.663,-0.387"
"51.554,0.02"
"51.7035,-0.052"
"51.297,0.1355"
"51.296,-0.3545"
"51.666,-0.0935"
"51.524,-0.3025"
"51.498,-0.2115"
"51.6005,0.0365"
"51.6555,0.1525"
"51.5965,0.12"
"51.688,0.2725"
"51.6525,0.25"
"51.3485,-0.281"
"51.651,-0.2375"
"51.343,-0.208"
"51.577,0.194"
"51.4805,0.0235"
"51.2595,-0.168"
"51.6565,-0.4665"
"51.649,-0.083"
"51.284,-0.4185"
"51.4925,-0.1785"
"51.3045,0.1995"
"51.703,0.046"
"51.477,0.1905"
"51.5465,0.17"
"51.4235,0.0765"
"51.4805,0.1625"
"51.693,-0.3855"
"51.556,-0.4055"
"51.3495,0.182"
"51.6545,-0.266"
"51.3535,0.1545"
"51.2635,-0.254"
"51.4285,0.185"
"51.705,0.207"
"51.583,-0.4635"
"51.657,-0.1255"
"51.614,-0.1835"
"51.305,0.0665"
"51.396,0.117"
"51.6725,-0.4405"
"51.5385,-0.4595"
"51.4315,-0.121"
"51.51,-0.49"
"51.4065,0.269"
"51.6665,-0.4845"
"51.355,-0.526"
"51.653,-0.33"
"51.4255,-0.073"
"51.3965,-0.5065"
"51.35,0.101"
"51.664,-0.1575"
"51.27,-0.0785"
"51.409,-0.45"
"51.259,-0.0055"
"51.407,0.1935"
"51.6055,0.2885"
"51.4725,0.2425"
"51.3935,-0.371"
"51.697,-0.533"
"51.5625,-0.3525"
"51.504,0.233"
"51.6725,0.163"
"51.561,-0.071"
"51.5615,0.243"
"51.5325,-0.41"
"51.534,-0.1985"
"51.455,-0.277"
"51.5215,-0.433"
"51.384,-0.37"
"51.6295,0.0315"
"51.5345,-0.5305"
"51.4375,-0.5025"
"51.6065,-0.353"
"51.2985,0.1445"
"51.4005,0.1805"
"51.294,0.074"
"51.641,-0.1565"
"51.353,-0.4865"
"51.341,0.0305"
"51.3605,0.2655"
"51.6805,-0.096"
"51.6555,-0.0605"
"51.259,0.274"
"51.629,0.2115"
"51.503,-0.0315"
"51.605,-0.0635"
"51.324,-0.5345"
"51.68,0.1445"
"51.3715,0.1155"
"51.4605,-0.3705"
"51.638,0.1175"
"51.524,0.0825"
"51.711,0.2665"
"51.321,0.1465"
"51.4785,-0.211"
"51.356,0.259"
"51.345,0.282"
"51.581,-0.26"
"51.717,-0.1585"
"51.649,-0.26"
"51.583,-0.1045"
"51.53,-0.4595"
"51.362,-0.5245"
"51.28,-0.0715"
"51.6915,-0.035"
"51.379,-0.114"
"51.564,0.091"
"51.451,-0.4925"
"51.692,-0.164"
"51.641,-0.4185"
"51.619,-0.229"
"51.5295,-0.206"
"51.406,0.2685"
"51.714,-0.4135"
"51.7115,-0.0975"
"51.281,-0.331"
"51.6765,0.058"
"51.328,-0.45"
"51.6675,0.1015"
"51.3415,-0.266"
"51.5655,0.16"
"51.3395,-0.395"
"51.6605,0.1695"
"51.623,0.0855"
"51.4245,-0.2965"
"51.6255,0.1345"
"51.3295,0.2125"
"51.7065,-0.4655"
"51.715,-0.5085"
"51.716,0.128"
"51.334,-0.542"
"51.5295,0.0865"
"51.268,-0.0205"
"51.3405,-0.1865"
"51.267,-0.217"
"51.551,0.1885"
"51.3135,0.2065"
"51.405,0.2265"
"51.6015,-0.099"
"51.606,-0.278"
"51.462,0.262"
"51.6555,-0.5015"
"51.343,-0.296"
"51.2595,-0.242"
"51.375,-0.516"
"51.661,0.043"
"51.5075,-0.157"
"51.614,0.038"
"51.5185,-0.45"
"51.34,-0.1785"
"51.508,-0.41"
"51.378,0.2155"
"51.3885,-0.007"
"51.297,0.1055"
"51.4735,-0.1545"
"51.666,-0.3325"
"51.66,0.0685"
"51.5995,-0.0185"
"51.6625,-0.178"
"51.5625,0.0535"
"51.5855,-0.274"
"51.651,0.261"
"51.6935,0.2845"
"51.582,-0.0265"
"51.531,-0.426"
"51.446,0.19"
"51.656,0.0635"
"51.356,0.048"
"51.2635,-0.4005"
"51.683,-0.0085"
"51.5965,0.0365"
"51.628,0.13"
"51.594,-0.051"
"51.3435,-0.4395"
"51.3405,-0.3685"
"51.702,0.2245"
"51.3,-0.3585"
"51.288,-0.372"
"51.444,-0.44"
"51.3375,0.165"
"51.616,0.29"
"51.5055,-0.542"
"51.4265,-0.398"
"51.31,-0.513"
"51.474,-0.43"
"51.406,-0.484"
